spore-print-color_n,ring-type_l,population_v,gill-color_b,gill-size_b,gill-size_n,ring-type_p,stalk-surface-above-ring_s,stalk-surface-above-ring_k,stalk-surface-below-ring_k,spore-print-color_h,spore-print-color_k,bruises_t,gill-spacing_w,odor_n,odor_f,bruises_f
False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True
False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True
False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True
False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True
False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True
False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True
False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True
False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True
False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True
